SSL,BLDG_NUM,SECT_NUM,STRUCT_CL,STRUCT_CL_D,GRADE,GRADE_D,EXTWALL,EXTWALL_D,WALL_HGT,NUM_UNITS,SALEDATE,PRICE,QUALIFIED,AYB,YR_RMDL,EYB,SALE_NUM,LIVING_GBA,USECODE,LANDAREA,GIS_LAST_MOD_DTTM,OBJECTID
1944    0026,7,1,0,No Data,0,Default,S,Stone,12,,1900/01/01 00:00:00+00,,U,1955,,1955,1,6531,81,41086,2023/10/10 05:16:33+00,21268901
1944    0026,8,1,0,No Data,0,Default,S,Stone,12,,1900/01/01 00:00:00+00,,U,1930,,1930,1,4254,81,41086,2023/10/10 05:16:33+00,21268902
1944    0026,9,1,0,No Data,0,Default,S,Stone,12,,1900/01/01 00:00:00+00,,U,1930,,1930,1,4551,81,41086,2023/10/10 05:16:33+00,21268903
1944    0026,10,1,0,No Data,0,Default,SU,Stucco,12,,1900/01/01 00:00:00+00,,U,1957,,1957,1,8894,81,41086,2023/10/10 05:16:33+00,21268904
1944    0026,11,1,0,No Data,0,Default,0,Typical,15,,1900/01/01 00:00:00+00,,U,1918,,1924,1,2065,81,41086,2023/10/10 05:16:33+00,21268905
1944    0026,12,1,0,No Data,0,Default,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1908,,1924,1,53045,81,41086,2023/10/10 05:16:33+00,21268906
1944    0026,13,1,0,No Data,0,Default,CB,Concrete Block,18,,1900/01/01 00:00:00+00,,U,1974,,1974,1,22502,81,41086,2023/10/10 05:16:33+00,21268907
1944    0026,14,1,0,No Data,0,Default,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1939,,1939,1,32076,81,41086,2023/10/10 05:16:33+00,21268908
1944    0026,15,1,0,No Data,0,Default,0,Typical,12,,1900/01/01 00:00:00+00,,U,1960,,1960,1,7090,81,41086,2023/10/10 05:16:33+00,21268909
1944    0026,16,1,0,No Data,0,Default,SU,Stucco,15,,1900/01/01 00:00:00+00,,U,1880,,1924,1,3669,81,41086,2023/10/10 05:16:33+00,21268910
1944    0026,17,1,0,No Data,0,Default,S,Stone,10,,1900/01/01 00:00:00+00,,U,1909,,1924,1,49749,81,41086,2023/10/10 05:16:33+00,21268911
1944    0026,18,1,0,No Data,0,Default,S,Stone,10,,1900/01/01 00:00:00+00,,U,1974,,1974,1,17900,81,41086,2023/10/10 05:16:33+00,21268912
1944    0026,19,1,0,No Data,0,Default,S,Stone,13,,1900/01/01 00:00:00+00,,U,1927,,1927,1,30734,81,41086,2023/10/10 05:16:33+00,21268913
1944    0026,20,1,0,No Data,0,Default,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1971,,1971,1,1000,81,41086,2023/10/10 05:16:33+00,21268914
1944    0026,21,1,0,No Data,0,Default,S,Stone,12,,1900/01/01 00:00:00+00,,U,1928,,1928,1,23142,81,41086,2023/10/10 05:16:33+00,21268915
1944    0026,22,1,0,No Data,0,Default,S,Stone,12,,1900/01/01 00:00:00+00,,U,1854,,1924,1,15209,81,41086,2023/10/10 05:16:33+00,21268916
1944    0026,23,1,0,No Data,0,Default,S,Stone,12,,1900/01/01 00:00:00+00,,U,1957,,1957,1,4704,81,41086,2023/10/10 05:16:33+00,21268917
1964    0804,1,1,B,Reinf Concr,30,Average,CB,Concrete Block,12,,1900/01/01 00:00:00+00,0,U,2002,,2005,1,42990,83,50678,2023/10/10 05:16:33+00,21268918
1964    0805,1,1,B,Reinf Concr,35,Average +,CB,Concrete Block,12,,1900/01/01 00:00:00+00,0,U,2000,,2003,1,43980,85,55779,2023/10/10 05:16:33+00,21268919
1964    0806,1,1,B,Reinf Concr,30,Average,CB,Concrete Block,12,,1900/01/01 00:00:00+00,0,U,2001,,2004,1,67260,85,58417,2023/10/10 05:16:33+00,21268920
1964    0807,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2018,,0,1,0,83,40997,2023/10/10 05:16:33+00,21268921
1964    0808,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2018,,0,1,0,83,48262,2023/10/10 05:16:33+00,21268922
1964    0809,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2018,,0,1,0,83,49422,2023/10/10 05:16:33+00,21268923
1964    0810,1,1,B,Reinf Concr,40,Good,CB,Concrete Block,15,,1900/01/01 00:00:00+00,0,U,2001,,2004,1,17520,85,33719,2023/10/10 05:16:33+00,21268924
1964    0811,1,1,B,Reinf Concr,30,Average,C,Concrete,10,,1900/01/01 00:00:00+00,0,U,1995,,1999,1,47040,85,37422,2023/10/10 05:16:33+00,21268925
1964    0812,1,1,B,Reinf Concr,30,Average,C,Concrete,10,0,1900/01/01 00:00:00+00,0,U,0,,1900,1,187588,83,574733,2023/10/10 05:16:33+00,21268926
1964    0812,2,1,0,No Data,0,Default,C,Concrete,13,,1900/01/01 00:00:00+00,0,U,1993,,1993,1,109009,83,574733,2023/10/10 05:16:33+00,21268927
1964    0812,3,1,0,No Data,0,Default,0,Typical,15,,1900/01/01 00:00:00+00,0,U,1993,,1993,1,98138,83,574733,2023/10/10 05:16:33+00,21268928
1964    0812,4,1,0,No Data,30,Average,CB,Concrete Block,12,,1900/01/01 00:00:00+00,0,U,1988,,1988,1,28968,83,574733,2023/10/10 05:16:33+00,21268929
1964    0812,5,1,B,Reinf Concr,50,Very Good,WS,Wood Siding,12,,1900/01/01 00:00:00+00,0,U,,,1939,1,92625,83,574733,2023/10/10 05:16:33+00,21268930
1965    0002,1,1,C,Brick/Concr,30,Average,BR,Brick,18,,2021/06/24 00:00:00+00,7000000,Q,1967,2008,1985,6,21461,41,14301,2023/10/10 05:16:33+00,21268931
1965    0004,1,1,C,Brick/Concr,30,Average,BR,Brick,13,,1992/07/09 00:00:00+00,0,U,1975,2012,1978,1,155859,52,34106,2023/10/10 05:16:33+00,21268932
1965    0005,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2015/09/29 00:00:00+00,6500000,U,1987,,1980,5,2910,41,3270,2023/10/10 05:16:33+00,21268933
1965    0010,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,2015/09/29 00:00:00+00,6500000,U,1987,2007,2002,5,2650,41,5954,2023/10/10 05:16:33+00,21268934
1968    0010,1,1,C,Brick/Concr,25,Fair +,BR,Brick,8,0,1900/01/01 00:00:00+00,,U,1912,,1965,1,35407,83,70647,2023/10/10 05:16:33+00,21268935
1971    0026,1,1,B,Reinf Concr,20,Fair,C,Concrete,8,,1900/01/01 00:00:00+00,,U,1964,,1970,1,41288,63,17047,2023/10/10 05:16:33+00,21268936
1971    0027,1,1,C,Brick/Concr,45,Good +,BR,Brick,9,39,2007/01/09 00:00:00+00,0,U,1951,,1995,1,32324,21,37798,2023/10/10 05:16:33+00,21268937
1860    0821,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,1900/01/01 00:00:00+00,,U,1949,,1985,1,925,89,17030,2023/10/10 05:16:33+00,21268938
1860    0824,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,,1998/04/08 00:00:00+00,0,U,1924,,2000,1,1646,41,2332,2023/10/10 05:16:33+00,21268939
1860    0825,1,1,B,Reinf Concr,30,Average,BR,Brick,12,,1998/04/08 00:00:00+00,0,U,1924,,1995,1,1662,41,2334,2023/10/10 05:16:33+00,21268940
1863    0001,1,1,C,Brick/Concr,30,Average,SU,Stucco,9,16,1900/01/01 00:00:00+00,,U,1910,,1995,1,24710,21,20000,2023/10/10 05:16:33+00,21268941
1863    0047,1,1,C,Brick/Concr,60,Excellent,0,Typical,8,,1900/01/01 00:00:00+00,,U,1923,,1980,1,12140,81,90997,2023/10/10 05:16:33+00,21268942
1863    0047,2,1,0,No Data,0,Default,S,Stone,12,,1900/01/01 00:00:00+00,,U,1923,,1924,1,58231,81,90997,2023/10/10 05:16:33+00,21268943
1863    0047,3,1,0,No Data,0,Default,S,Stone,12,,1900/01/01 00:00:00+00,,U,1933,,1933,1,8690,81,90997,2023/10/10 05:16:33+00,21268944
1863    0047,4,1,0,No Data,0,Default,WS,Wood Siding,12,,1900/01/01 00:00:00+00,,U,1727,,1924,1,4229,81,90997,2023/10/10 05:16:33+00,21268945
1864    0076,1,1,C,Brick/Concr,30,Average,S,Stone,8,0,1900/01/01 00:00:00+00,,U,1910,2004,2004,1,22179,81,71110,2023/10/10 05:16:33+00,21268946
1865    0090,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,0,1900/01/01 00:00:00+00,,U,1958,,1973,1,4545,61,39020,2023/10/10 05:16:33+00,21268947
1866    0823,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,8,0,1900/01/01 00:00:00+00,,U,0,,1900,1,59016,83,73390,2023/10/10 05:16:33+00,21268948
1867    0092,1,1,C,Brick/Concr,25,Fair +,BV,Brick Veneer,8,0,2009/09/10 00:00:00+00,1500000,U,1963,,1945,1,32306,47,46038,2023/10/10 05:16:33+00,21268949
1868    0068,1,1,C,Brick/Concr,30,Average,CB,Concrete Block,14,,2009/06/16 00:00:00+00,54100380,U,1966,,1990,1,1825,65,14496,2023/10/10 05:16:33+00,21268950
1868    0069,1,1,B,Reinf Concr,45,Good +,BR,Brick,8,0,1998/02/25 00:00:00+00,0,U,1968,,1981,1,24928,42,35879,2023/10/10 05:16:33+00,21268951
1869    0036,1,1,B,Reinf Concr,30,Average,BR,Brick,8,95,2011/10/24 00:00:00+00,17125000,Q,1929,2012,1960,1,100044,22,36443,2023/10/10 05:16:33+00,21268952
1869    0818,1,1,C,Brick/Concr,30,Average,BR,Brick,9,42,1997/04/23 00:00:00+00,0,U,1941,,1975,1,29638,22,9597,2023/10/10 05:16:33+00,21268953
1869    0821,1,1,C,Brick/Concr,35,Average +,BR,Brick,9,18,2001/01/01 00:00:00+00,0,U,1926,1992,1985,1,14844,21,8459,2023/10/10 05:16:33+00,21268954
1869    0823,1,1,C,Brick/Concr,30,Average,BR,Brick,9,65,2002/12/18 00:00:00+00,1059625,U,1954,,1985,1,53410,22,10192,2023/10/10 05:16:33+00,21268955
1869    0824,1,1,C,Brick/Concr,35,Average +,BR,Brick,9,37,2014/02/10 00:00:00+00,7225000,Q,1961,2014,1982,1,41555,22,27000,2023/10/10 05:16:33+00,21268956
1869    0825,1,1,B,Reinf Concr,40,Good,BR,Brick,8,374,2023/05/02 00:00:00+00,0,U,1950,,1980,5,274794,22,72202,2023/10/10 05:16:33+00,21268957
1869    2004,1,1,C,Brick/Concr,30,Average,BR,Brick,8,,1900/01/01 00:00:00+00,,U,1956,,1980,1,742,57,532,2023/10/10 05:16:33+00,21268958
1870    2001,1,1,C,Brick/Concr,30,Average,BR,Brick,8,,2022/09/12 00:00:00+00,0,U,1974,,1979,6,1396,216,838,2023/10/10 05:16:33+00,21268959
1870    2002,1,1,C,Brick/Concr,30,Average,BR,Brick,8,,2022/09/12 00:00:00+00,0,U,1974,,1979,6,612,216,354,2023/10/10 05:16:33+00,21268960
1870    2003,1,1,C,Brick/Concr,40,Good,BR,Brick,8,,2022/09/12 00:00:00+00,0,U,0,,1900,6,662,216,359,2023/10/10 05:16:33+00,21268961
1870    2004,1,1,C,Brick/Concr,30,Average,BR,Brick,8,,2022/09/12 00:00:00+00,0,U,1974,,1979,6,1394,216,837,2023/10/10 05:16:33+00,21268962
1870    2005,1,1,C,Brick/Concr,30,Average,BR,Brick,8,,2022/09/12 00:00:00+00,0,U,1974,,1979,6,669,216,352,2023/10/10 05:16:33+00,21268963
1870    2006,1,1,C,Brick/Concr,30,Average,BR,Brick,8,,2022/09/12 00:00:00+00,0,U,0,,1985,6,676,216,371,2023/10/10 05:16:33+00,21268964
1870    2007,1,1,C,Brick/Concr,30,Average,BR,Brick,8,,2022/09/12 00:00:00+00,0,U,0,,1985,6,1390,216,832,2023/10/10 05:16:33+00,21268965
1870    2008,1,1,C,Brick/Concr,40,Good,BR,Brick,8,,2022/09/12 00:00:00+00,0,U,0,,1985,6,665,216,349,2023/10/10 05:16:33+00,21268966
1870    2009,1,1,C,Brick/Concr,40,Good,BR,Brick,8,,2022/09/12 00:00:00+00,0,U,0,,1900,6,679,216,376,2023/10/10 05:16:33+00,21268967
1870    2010,1,1,C,Brick/Concr,30,Average,BR,Brick,8,,2022/09/12 00:00:00+00,0,U,0,2008,1985,6,1374,216,807,2023/10/10 05:16:33+00,21268968
1870    2011,1,1,C,Brick/Concr,30,Average,BR,Brick,8,,2022/09/12 00:00:00+00,0,U,0,,1985,6,630,216,317,2023/10/10 05:16:33+00,21268969
1870    2012,1,1,C,Brick/Concr,30,Average,BR,Brick,8,,2022/09/12 00:00:00+00,0,U,0,,1985,6,633,216,370,2023/10/10 05:16:33+00,21268970
1870    2013,1,1,C,Brick/Concr,30,Average,BR,Brick,8,,2022/09/12 00:00:00+00,0,U,0,,1985,6,1282,216,766,2023/10/10 05:16:33+00,21268971
1870    2014,1,1,C,Brick/Concr,30,Average,BR,Brick,8,,2022/09/12 00:00:00+00,0,U,0,,1985,6,519,216,315,2023/10/10 05:16:33+00,21268972
1870    2015,1,1,C,Brick/Concr,30,Average,BR,Brick,8,,2022/09/12 00:00:00+00,0,U,0,,1985,6,609,216,356,2023/10/10 05:16:33+00,21268973
1870    2016,1,1,C,Brick/Concr,30,Average,BR,Brick,8,,2022/09/12 00:00:00+00,0,U,0,,1985,6,1266,216,769,2023/10/10 05:16:33+00,21268974
1870    2017,1,1,0,No Data,30,Average,0,Typical,8,,2022/09/12 00:00:00+00,0,U,0,,1985,6,519,216,316,2023/10/10 05:16:33+00,21268975
1870    2018,1,1,0,No Data,40,Good,0,Typical,8,,2022/09/12 00:00:00+00,0,U,0,,1985,6,617,216,360,2023/10/10 05:16:33+00,21268976
1870    2019,1,1,0,No Data,30,Average,0,Typical,8,,2022/09/12 00:00:00+00,0,U,0,,1985,6,1288,216,767,2023/10/10 05:16:33+00,21268977
1870    2020,1,1,0,No Data,30,Average,0,Typical,8,,2022/09/12 00:00:00+00,0,U,0,,1985,6,545,216,317,2023/10/10 05:16:33+00,21268978
1870    2021,1,1,C,Brick/Concr,30,Average,BR,Brick,8,,2022/09/12 00:00:00+00,0,U,0,,1985,6,615,216,359,2023/10/10 05:16:33+00,21268979
1873    0128,1,1,HR,High Rise,55,Very Good +,MS,Metal Siding,10,260,2012/02/16 00:00:00+00,1773150,U,2015,,2015,1,299583,22,47284,2023/10/10 05:16:33+00,21268980
1873    0130,1,1,LR,Low Rise,55,Very Good +,MS,Metal Siding,12,19,1900/01/01 00:00:00+00,0,U,2021,,2021,1,14000,21,4976,2023/10/10 05:16:33+00,21268981
1873    0823,1,1,C,Brick/Concr,30,Average,BR,Brick,9,49,2005/07/08 00:00:00+00,0,U,1960,,1982,1,42824,22,6479,2023/10/10 05:16:33+00,21268982
1874    0061,1,1,A,Struct Steel,30,Average,BR,Brick,8,159,2001/09/13 00:00:00+00,0,U,1964,,1964,1,113486,22,28397,2023/10/10 05:16:33+00,21268983
1874    0801,1,1,A,Struct Steel,40,Good,BR,Brick,8,133,1900/01/01 00:00:00+00,,U,1964,,1964,1,108616,22,26700,2023/10/10 05:16:33+00,21268984
1875    0061,1,1,C,Brick/Concr,35,Average +,S,Stone,8,0,1900/01/01 00:00:00+00,,U,1955,,1985,1,24374,81,24024,2023/10/10 05:16:33+00,21268985
1879    0018,1,1,C,Brick/Concr,30,Average,BR,Brick,9,43,2009/10/20 00:00:00+00,4625000,Q,1962,,1975,1,27237,22,9411,2023/10/10 05:16:33+00,21268986
1879    0047,1,1,0,No Data,0,Default,0,Typical,8,35,1900/01/01 00:00:00+00,,U,1927,,1927,1,41992,26,14922,2023/10/10 05:16:33+00,21268987
1879    0800,1,1,C,Brick/Concr,30,Average,BR,Brick,9,52,1900/01/01 00:00:00+00,,U,1929,,1967,1,57708,22,14697,2023/10/10 05:16:33+00,21268988
1905    0008,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,1900/01/01 00:00:00+00,0,U,1932,2014,2005,1,18577,83,160003,2023/10/10 05:16:33+00,21268989
1905    0008,2,1,C,Brick/Concr,30,Average,BR,Brick,24,,1900/01/01 00:00:00+00,0,U,,,2016,1,20610,83,160003,2023/10/10 05:16:33+00,21268990
1905    0008,3,1,C,Brick/Concr,50,Very Good,BV,Brick Veneer,10,,1900/01/01 00:00:00+00,0,U,2016,,2017,1,21740,83,160003,2023/10/10 05:16:33+00,21268991
1908    0809,1,1,C,Brick/Concr,35,Average +,BR,Brick,10,,1900/01/01 00:00:00+00,,U,1959,2016,1995,1,14561,51,16322,2023/10/10 05:16:33+00,21268992
1911    0020,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1964,,1985,1,16348,89,20094,2023/10/10 05:16:33+00,21268993
1914    0804,1,1,C,Brick/Concr,30,Average,BR,Brick,9,49,2004/12/15 00:00:00+00,0,U,1927,,1965,1,47920,22,21264,2023/10/10 05:16:33+00,21268994
1919    0035,1,1,B,Reinf Concr,55,Very Good +,BV,Brick Veneer,9,100,2018/08/08 00:00:00+00,42250000,Q,1974,2010,2007,4,89910,22,25639,2023/10/10 05:16:33+00,21268995
1919    0823,1,1,0,No Data,30,Average,BR,Brick,8,65,1900/01/01 00:00:00+00,,U,1959,,1959,1,81996,27,18064,2023/10/10 05:16:33+00,21268996
1920    0025,1,1,C,Brick/Concr,40,Good,BR,Brick,9,9,2015/01/16 00:00:00+00,1682500,Q,1914,2016,1977,2,12080,21,9000,2023/10/10 05:16:33+00,21268997
1920    0038,1,1,C,Brick/Concr,30,Average,BR,Brick,9,13,2006/09/12 00:00:00+00,0,U,1926,,1975,1,10500,21,7798,2023/10/10 05:16:33+00,21268998
1920    0043,1,1,C,Brick/Concr,60,Excellent,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1915,2007,2000,1,11214,42,4336,2023/10/10 05:16:33+00,21268999
1920    0044,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1926,,1990,1,3409,42,1431,2023/10/10 05:16:33+00,21269000
1920    0045,1,1,B,Reinf Concr,30,Average,C,Concrete,8,0,1900/01/01 00:00:00+00,,U,1926,,1980,1,3030,45,1499,2023/10/10 05:16:33+00,21269001
1920    0054,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2004/11/24 00:00:00+00,0,U,1929,,1985,2,1867,41,997,2023/10/10 05:16:33+00,21269002
1920    0055,1,1,B,Reinf Concr,40,Good,0,Typical,9,87,1953/03/13 00:00:00+00,0,U,1954,,1960,3,92070,22,16489,2023/10/10 05:16:33+00,21269003
1920    0059,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1926,2007,2000,1,3870,45,3245,2023/10/10 05:16:33+00,21269004
1920    0059,2,1,C,Brick/Concr,40,Good,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1926,,1985,1,3180,45,3245,2023/10/10 05:16:33+00,21269005
1920    0062,1,1,C,Brick/Concr,30,Average,,,12,,1900/01/01 00:00:00+00,0,U,1925,2008,1995,1,18407,42,14358,2023/10/10 05:16:33+00,21269006
1920    0812,1,1,C,Brick/Concr,40,Good,BR,Brick,9,20,2019/07/03 00:00:00+00,3300000,Q,1925,,2000,5,13158,21,8206,2023/10/10 05:16:33+00,21269007
1920    0813,1,1,C,Brick/Concr,40,Good,BR,Brick,9,21,2015/09/01 00:00:00+00,0,U,1923,2015,1990,2,15046,21,8180,2023/10/10 05:16:33+00,21269008
1920    0814,1,1,C,Brick/Concr,40,Good,BR,Brick,9,20,2018/08/01 00:00:00+00,6100000,U,1923,,1995,4,10847,21,8154,2023/10/10 05:16:33+00,21269009
1920    0815,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,2018/08/01 00:00:00+00,6100000,U,1923,,1980,4,10847,21,8128,2023/10/10 05:16:33+00,21269010
1920    0824,1,1,C,Brick/Concr,30,Average,BR,Brick,9,79,2011/06/08 00:00:00+00,0,U,1937,,1955,1,60984,22,18198,2023/10/10 05:16:33+00,21269011
1920    0825,1,1,C,Brick/Concr,45,Good +,BR,Brick,9,25,2020/07/07 00:00:00+00,0,U,1921,1984,1990,2,22506,21,6645,2023/10/10 05:16:33+00,21269012
1920    0826,1,1,C,Brick/Concr,30,Average,BR,Brick,9,71,1900/01/01 00:00:00+00,,U,1932,,1941,1,56076,22,9948,2023/10/10 05:16:33+00,21269013
1920    0828,1,1,C,Brick/Concr,35,Average +,BR,Brick,12,,2004/01/13 00:00:00+00,0,U,1929,,1985,1,1664,46,2841,2023/10/10 05:16:33+00,21269014
1920    0828,2,1,0,No Data,0,Default,CB,Concrete Block,12,,2004/01/13 00:00:00+00,0,U,1929,,1929,1,1803,46,2841,2023/10/10 05:16:33+00,21269015
1920    0828,3,1,0,No Data,0,Default,CB,Concrete Block,12,,2004/01/13 00:00:00+00,0,U,1929,,1929,1,1732,46,2841,2023/10/10 05:16:33+00,21269016
1920    2001,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,56000,47,30294,2023/10/10 05:16:33+00,21269017
1920    2002,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,12440,48,30294,2023/10/10 05:16:33+00,21269018
1920    2003,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,27750,48,30294,2023/10/10 05:16:33+00,21269019
1920    2004,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,186877,63,30294,2023/10/10 05:16:33+00,21269020
1920    2005,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,1425,217,169,2023/10/10 05:16:33+00,21269021
1920    2006,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,2292,217,102,2023/10/10 05:16:33+00,21269022
1920    2007,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,1377,217,102,2023/10/10 05:16:33+00,21269023
1920    2008,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,1371,217,102,2023/10/10 05:16:33+00,21269024
1920    2009,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,1365,217,102,2023/10/10 05:16:33+00,21269025
1920    2010,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,1365,217,102,2023/10/10 05:16:33+00,21269026
1920    2011,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,1377,217,176,2023/10/10 05:16:33+00,21269027
1920    2012,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,2436,217,104,2023/10/10 05:16:33+00,21269028
1920    2013,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,1821,217,58,2023/10/10 05:16:33+00,21269029
1920    2014,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,1876,217,80,2023/10/10 05:16:33+00,21269030
1920    2015,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,906,217,81,2023/10/10 05:16:33+00,21269031
1920    2016,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,879,217,138,2023/10/10 05:16:33+00,21269032
1920    2017,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,660,217,122,2023/10/10 05:16:33+00,21269033
1920N   2001,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,19313,48,18543,2023/10/10 05:16:33+00,21269034
1920N   2002,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,4469,48,18543,2023/10/10 05:16:33+00,21269035
1920N   2003,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,4169,48,19105,2023/10/10 05:16:33+00,21269036
1920N   2004,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,1265,217,105,2023/10/10 05:16:33+00,21269037
1920N   2005,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,1228,217,102,2023/10/10 05:16:33+00,21269038
1920N   2006,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,753,217,62,2023/10/10 05:16:33+00,21269039
1920N   2007,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,679,217,56,2023/10/10 05:16:33+00,21269040
1920N   2008,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,595,217,49,2023/10/10 05:16:33+00,21269041
1920N   2009,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,558,217,46,2023/10/10 05:16:33+00,21269042
1920N   2010,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,772,217,64,2023/10/10 05:16:33+00,21269043
1920N   2011,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,428,217,35,2023/10/10 05:16:33+00,21269044
1920N   2012,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,660,217,55,2023/10/10 05:16:33+00,21269045
1920N   2013,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,856,217,71,2023/10/10 05:16:33+00,21269046
1920N   2014,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,753,217,62,2023/10/10 05:16:33+00,21269047
1920N   2015,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,1153,217,96,2023/10/10 05:16:33+00,21269048
1920N   2016,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,660,217,55,2023/10/10 05:16:33+00,21269049
1920N   2017,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,446,217,37,2023/10/10 05:16:33+00,21269050
1920N   2018,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,660,217,55,2023/10/10 05:16:33+00,21269051
1920N   2019,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,818,217,68,2023/10/10 05:16:33+00,21269052
1920N   2020,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,484,217,40,2023/10/10 05:16:33+00,21269053
1920N   2021,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,688,217,57,2023/10/10 05:16:33+00,21269054
1920N   2022,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,688,217,57,2023/10/10 05:16:33+00,21269055
1920N   2023,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,660,217,55,2023/10/10 05:16:33+00,21269056
1920N   2024,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2017,,2017,1,660,217,55,2023/10/10 05:16:33+00,21269057
